candidate_id,window,period,final_equity,pnl,return_pct,max_dd_pct,days
C_sp4.8_rv85_tr1.05_th1.20,3m,2026-01-12 to 2026-04-10,30002.7,20002.7,200.027,24.69,62
C_sp4.8_rv85_tr1.05_th1.20,4m,2025-12-10 to 2026-04-10,33572.72,23572.72,235.7272,28.08,83
C_sp4.8_rv85_tr1.05_th1.20,5m,2025-11-10 to 2026-04-10,46711.28,36711.28,367.1128,28.08,104
C_sp4.8_rv85_tr1.05_th1.20,6m,2025-10-10 to 2026-04-10,50770.94,40770.94,407.7094,29.71,125
C_sp4.8_rv85_tr1.05_th1.20,1y,2025-04-10 to 2026-04-10,86985.06,76985.06,769.8506,32.58,251
C_sp4.8_rv85_tr1.10_th1.15,1m,2026-03-10 to 2026-04-10,20302.54,10302.54,103.0254,16.73,23
C_sp4.8_rv85_tr1.10_th1.15,2m,2026-02-10 to 2026-04-10,27694.34,17694.34,176.9434,16.73,42
C_sp4.8_rv85_tr1.10_th1.15,3m,2026-01-12 to 2026-04-10,31184.27,21184.27,211.8427,24.69,62
C_sp4.8_rv85_tr1.10_th1.15,4m,2025-12-10 to 2026-04-10,33428.88,23428.88,234.2888,28.08,83
C_sp4.8_rv85_tr1.10_th1.15,5m,2025-11-10 to 2026-04-10,46321.41,36321.41,363.2141,28.08,104
C_sp4.8_rv85_tr1.10_th1.15,6m,2025-10-10 to 2026-04-10,50193.06,40193.06,401.9306,29.78,125
C_sp4.8_rv85_tr1.10_th1.15,1y,2025-04-10 to 2026-04-10,85817.77,75817.77,758.1777,32.78,251
C_sp4.8_rv85_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20302.54,10302.54,103.0254,16.73,23
C_sp4.8_rv85_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27694.34,17694.34,176.9434,16.73,42
C_sp4.8_rv85_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31184.27,21184.27,211.8427,24.69,62
C_sp4.8_rv85_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34823.63,24823.63,248.2363,28.08,83
C_sp4.8_rv85_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48254.07,38254.07,382.5407,28.08,104
C_sp4.8_rv85_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52287.25,42287.25,422.8725,29.78,125
C_sp4.8_rv85_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,89398.32,79398.32,793.9832,32.78,251
C_sp4.8_rv85_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20137.06,10137.06,101.3706,16.73,23
C_sp4.8_rv85_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27384.44,17384.44,173.8444,16.73,42
C_sp4.8_rv85_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30867.07,20867.07,208.6707,24.69,62
C_sp4.8_rv85_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34398.95,24398.95,243.9895,28.08,83
C_sp4.8_rv85_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47470.96,37470.96,374.7096,28.08,104
C_sp4.8_rv85_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51281.06,41281.06,412.8106,29.85,125
C_sp4.8_rv85_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,86518.79,76518.79,765.1879,32.99,251
C_sp4.8_rv90_tr1.05_th1.20,1m,2026-03-10 to 2026-04-10,20011.04,10011.04,100.1104,16.73,23
C_sp4.8_rv90_tr1.05_th1.20,2m,2026-02-10 to 2026-04-10,27380.53,17380.53,173.8053,16.73,42
C_sp4.8_rv90_tr1.05_th1.20,3m,2026-01-12 to 2026-04-10,30002.7,20002.7,200.027,24.69,62
C_sp4.8_rv90_tr1.05_th1.20,4m,2025-12-10 to 2026-04-10,33572.72,23572.72,235.7272,28.08,83
C_sp4.8_rv90_tr1.05_th1.20,5m,2025-11-10 to 2026-04-10,46711.28,36711.28,367.1128,28.08,104
C_sp4.8_rv90_tr1.05_th1.20,6m,2025-10-10 to 2026-04-10,50770.94,40770.94,407.7094,29.71,125
C_sp4.8_rv90_tr1.05_th1.20,1y,2025-04-10 to 2026-04-10,86985.06,76985.06,769.8506,32.58,251
C_sp4.8_rv90_tr1.10_th1.15,1m,2026-03-10 to 2026-04-10,20302.54,10302.54,103.0254,16.73,23
C_sp4.8_rv90_tr1.10_th1.15,2m,2026-02-10 to 2026-04-10,27694.34,17694.34,176.9434,16.73,42
C_sp4.8_rv90_tr1.10_th1.15,3m,2026-01-12 to 2026-04-10,31184.27,21184.27,211.8427,24.69,62
C_sp4.8_rv90_tr1.10_th1.15,4m,2025-12-10 to 2026-04-10,33428.88,23428.88,234.2888,28.08,83
C_sp4.8_rv90_tr1.10_th1.15,5m,2025-11-10 to 2026-04-10,46321.41,36321.41,363.2141,28.08,104
C_sp4.8_rv90_tr1.10_th1.15,6m,2025-10-10 to 2026-04-10,50193.06,40193.06,401.9306,29.78,125
C_sp4.8_rv90_tr1.10_th1.15,1y,2025-04-10 to 2026-04-10,85817.77,75817.77,758.1777,32.78,251
C_sp4.8_rv90_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20302.54,10302.54,103.0254,16.73,23
C_sp4.8_rv90_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27694.34,17694.34,176.9434,16.73,42
C_sp4.8_rv90_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31184.27,21184.27,211.8427,24.69,62
C_sp4.8_rv90_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34823.63,24823.63,248.2363,28.08,83
C_sp4.8_rv90_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48254.07,38254.07,382.5407,28.08,104
C_sp4.8_rv90_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52287.25,42287.25,422.8725,29.78,125
C_sp4.8_rv90_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,89398.32,79398.32,793.9832,32.78,251
C_sp4.8_rv90_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20137.06,10137.06,101.3706,16.73,23
C_sp4.8_rv90_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27384.44,17384.44,173.8444,16.73,42
C_sp4.8_rv90_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30867.07,20867.07,208.6707,24.69,62
C_sp4.8_rv90_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34398.95,24398.95,243.9895,28.08,83
C_sp4.8_rv90_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47470.96,37470.96,374.7096,28.08,104
C_sp4.8_rv90_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51281.06,41281.06,412.8106,29.85,125
C_sp4.8_rv90_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,86518.79,76518.79,765.1879,32.99,251
C_sp5.0_rv70_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20241.82,10241.82,102.4182,16.73,23
C_sp5.0_rv70_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27611.51,17611.51,176.1151,16.73,42
C_sp5.0_rv70_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31090.99,21090.99,210.9099,24.69,62
C_sp5.0_rv70_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34719.46,24719.46,247.1946,28.08,83
C_sp5.0_rv70_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48109.73,38109.73,381.0973,28.08,104
C_sp5.0_rv70_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52130.86,42130.86,421.3086,29.78,125
C_sp5.0_rv70_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,87351.44,77351.44,773.5144,32.78,251
C_sp5.0_rv75_tr1.05_th1.20,1m,2026-03-10 to 2026-04-10,19951.18,9951.18,99.5118,16.73,23
C_sp5.0_rv75_tr1.05_th1.20,2m,2026-02-10 to 2026-04-10,27298.63,17298.63,172.9863,16.73,42
C_sp5.0_rv75_tr1.05_th1.20,3m,2026-01-12 to 2026-04-10,29912.96,19912.96,199.1296,24.69,62
C_sp5.0_rv75_tr1.05_th1.20,4m,2025-12-10 to 2026-04-10,33472.3,23472.3,234.723,28.08,83
C_sp5.0_rv75_tr1.05_th1.20,5m,2025-11-10 to 2026-04-10,46571.56,36571.56,365.7156,28.08,104
C_sp5.0_rv75_tr1.05_th1.20,6m,2025-10-10 to 2026-04-10,50619.08,40619.08,406.1908,29.71,125
C_sp5.0_rv75_tr1.05_th1.20,1y,2025-04-10 to 2026-04-10,85993.27,75993.27,759.9327,32.58,251
C_sp5.0_rv75_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20241.82,10241.82,102.4182,16.73,23
C_sp5.0_rv75_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27611.51,17611.51,176.1151,16.73,42
C_sp5.0_rv75_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31090.99,21090.99,210.9099,24.69,62
C_sp5.0_rv75_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34719.46,24719.46,247.1946,28.08,83
C_sp5.0_rv75_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48109.73,38109.73,381.0973,28.08,104
C_sp5.0_rv75_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52130.86,42130.86,421.3086,29.78,125
C_sp5.0_rv75_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,88379.02,78379.02,783.7902,32.78,251
C_sp5.0_rv75_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20076.83,10076.83,100.7683,16.73,23
C_sp5.0_rv75_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27302.53,17302.53,173.0253,16.73,42
C_sp5.0_rv75_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30774.74,20774.74,207.7474,24.69,62
C_sp5.0_rv75_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34296.06,24296.06,242.9606,28.08,83
C_sp5.0_rv75_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47328.96,37328.96,373.2896,28.08,104
C_sp5.0_rv75_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51127.68,41127.68,411.2768,29.85,125
C_sp5.0_rv75_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,85532.31,75532.31,755.3231,32.99,251
C_sp5.0_rv80_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20241.82,10241.82,102.4182,16.73,23
C_sp5.0_rv80_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27611.51,17611.51,176.1151,16.73,42
C_sp5.0_rv80_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31090.99,21090.99,210.9099,24.69,62
C_sp5.0_rv80_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34719.46,24719.46,247.1946,28.08,83
C_sp5.0_rv80_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48109.73,38109.73,381.0973,28.08,104
C_sp5.0_rv80_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52130.86,42130.86,421.3086,29.78,125
C_sp5.0_rv80_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,88379.02,78379.02,783.7902,32.78,251
C_sp5.0_rv80_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20076.83,10076.83,100.7683,16.73,23
C_sp5.0_rv80_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27302.53,17302.53,173.0253,16.73,42
C_sp5.0_rv80_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30774.74,20774.74,207.7474,24.69,62
C_sp5.0_rv80_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34296.06,24296.06,242.9606,28.08,83
C_sp5.0_rv80_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47328.96,37328.96,373.2896,28.08,104
C_sp5.0_rv80_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51127.68,41127.68,411.2768,29.85,125
C_sp5.0_rv80_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,85532.31,75532.31,755.3231,32.99,251
C_sp5.0_rv85_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20241.82,10241.82,102.4182,16.73,23
C_sp5.0_rv85_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27611.51,17611.51,176.1151,16.73,42
C_sp5.0_rv85_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31090.99,21090.99,210.9099,24.69,62
C_sp5.0_rv85_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34719.46,24719.46,247.1946,28.08,83
C_sp5.0_rv85_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48109.73,38109.73,381.0973,28.08,104
C_sp5.0_rv85_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52130.86,42130.86,421.3086,29.78,125
C_sp5.0_rv85_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,88379.02,78379.02,783.7902,32.78,251
C_sp5.0_rv85_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20076.83,10076.83,100.7683,16.73,23
C_sp5.0_rv85_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27302.53,17302.53,173.0253,16.73,42
C_sp5.0_rv85_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30774.74,20774.74,207.7474,24.69,62
C_sp5.0_rv85_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34296.06,24296.06,242.9606,28.08,83
C_sp5.0_rv85_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47328.96,37328.96,373.2896,28.08,104
C_sp5.0_rv85_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51127.68,41127.68,411.2768,29.85,125
C_sp5.0_rv85_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,85532.31,75532.31,755.3231,32.99,251
C_sp5.0_rv90_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20241.82,10241.82,102.4182,16.73,23
C_sp5.0_rv90_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27611.51,17611.51,176.1151,16.73,42
C_sp5.0_rv90_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31090.99,21090.99,210.9099,24.69,62
C_sp5.0_rv90_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34719.46,24719.46,247.1946,28.08,83
C_sp5.0_rv90_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48109.73,38109.73,381.0973,28.08,104
C_sp5.0_rv90_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52130.86,42130.86,421.3086,29.78,125
C_sp5.0_rv90_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,88379.02,78379.02,783.7902,32.78,251
C_sp5.0_rv90_tr1.15_th1.20,1m,2026-03-10 to 2026-04-10,20076.83,10076.83,100.7683,16.73,23
C_sp5.0_rv90_tr1.15_th1.20,2m,2026-02-10 to 2026-04-10,27302.53,17302.53,173.0253,16.73,42
C_sp5.0_rv90_tr1.15_th1.20,3m,2026-01-12 to 2026-04-10,30774.74,20774.74,207.7474,24.69,62
C_sp5.0_rv90_tr1.15_th1.20,4m,2025-12-10 to 2026-04-10,34296.06,24296.06,242.9606,28.08,83
C_sp5.0_rv90_tr1.15_th1.20,5m,2025-11-10 to 2026-04-10,47328.96,37328.96,373.2896,28.08,104
C_sp5.0_rv90_tr1.15_th1.20,6m,2025-10-10 to 2026-04-10,51127.68,41127.68,411.2768,29.85,125
C_sp5.0_rv90_tr1.15_th1.20,1y,2025-04-10 to 2026-04-10,85532.31,75532.31,755.3231,32.99,251
C_sp5.2_rv70_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20195.97,10195.97,101.9597,16.73,23
C_sp5.2_rv70_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27548.97,17548.97,175.4897,16.73,42
C_sp5.2_rv70_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31020.57,21020.57,210.2057,24.69,62
C_sp5.2_rv70_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34640.82,24640.82,246.4082,28.08,83
C_sp5.2_rv70_tr1.10_th1.20,5m,2025-11-10 to 2026-04-10,48000.76,38000.76,380.0076,28.08,104
C_sp5.2_rv70_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,51920.12,41920.12,419.2012,29.78,125
C_sp5.2_rv70_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,86004.2,76004.2,760.042,32.9,251
C_sp5.2_rv75_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20195.97,10195.97,101.9597,16.73,23
C_sp5.2_rv75_tr1.10_th1.20,2m,2026-02-10 to 2026-04-10,27548.97,17548.97,175.4897,16.73,42
C_sp5.2_rv75_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31020.57,21020.57,210.2057,24.69,62
C_sp5.2_rv75_tr1.10_th1.20,4m,2025-12-10 to 2026-04-10,34640.82,24640.82,246.4082,28.08,83
