Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2024-04-10,10000.0,CASH,no change,no change,15:55,SOXS,SOXS,9999.0,-1.0,-0.01,0.01
2024-04-11,9999.0,SOXS,no change,no change,no change,no change,SOXS,9358.55,-640.45,-6.41,6.41
2024-04-12,9358.55,SOXS,no change,no change,no change,no change,SOXS,10275.53,916.98,9.8,0.0
2024-04-15,10275.53,SOXS,no change,no change,no change,no change,SOXS,10645.17,369.64,3.6,0.0
2024-04-16,10645.17,SOXS,no change,no change,no change,no change,SOXS,10380.37,-264.8,-2.49,2.49
2024-04-17,10380.37,SOXS,no change,no change,15:55,SOXL,SOXL,11337.55,957.18,9.22,0.0
2024-04-18,11337.55,SOXL,no change,no change,15:55,SOXS,SOXS,10595.51,-742.03,-6.54,6.54
2024-04-19,10595.51,SOXS,no change,no change,no change,no change,SOXS,11793.61,1198.1,11.31,0.0
2024-04-22,11793.61,SOXS,no change,no change,no change,no change,SOXS,11328.74,-464.88,-3.94,3.94
2024-04-23,11328.74,SOXS,16:53,SOXS,15:55,SOXL,SOXL,10148.47,-1180.27,-10.42,13.95
2024-04-24,10148.47,SOXL,10:02,SOXL,15:55,SOXL,SOXL,10908.36,759.89,7.49,7.51
2024-04-25,10908.36,SOXL,no change,no change,no change,no change,SOXL,11451.45,543.09,4.98,2.9
2024-04-26,11451.45,SOXL,no change,no change,no change,no change,SOXL,12137.2,685.75,5.99,0.0
2024-04-29,12137.2,SOXL,no change,no change,15:55,SOXS,SOXS,12412.04,274.84,2.26,0.0
2024-04-30,12412.04,SOXS,no change,no change,15:55,SOXL,SOXL,13129.88,717.84,5.78,0.0
2024-05-01,13129.88,SOXL,no change,no change,no change,no change,SOXL,11791.18,-1338.7,-10.2,10.2
2024-05-02,11791.18,SOXL,no change,no change,15:55,SOXS,SOXS,12476.44,685.26,5.81,4.98
2024-05-03,12476.44,SOXS,08:30,SOXS,no change,no change,CASH,11818.05,-658.4,-5.28,9.99
2024-05-06,11818.05,CASH,no change,no change,15:55,SOXS,SOXS,11816.86,-1.18,-0.01,10.0
2024-05-07,11816.86,SOXS,no change,no change,15:55,SOXL,SOXL,12054.3,237.43,2.01,8.19
2024-05-08,12054.3,SOXL,no change,no change,no change,no change,SOXL,12063.45,9.15,0.08,8.12
2024-05-09,12063.45,SOXL,no change,no change,no change,no change,SOXL,11885.54,-177.91,-1.47,9.48
2024-05-10,11885.54,SOXL,no change,no change,15:55,SOXS,SOXS,12271.16,385.62,3.24,6.54
2024-05-13,12271.16,SOXS,no change,no change,no change,no change,SOXS,12215.51,-55.64,-0.45,6.96
2024-05-14,12215.51,SOXS,11:29,SOXS,no change,no change,CASH,11754.59,-460.92,-3.77,10.47
2024-05-15,11754.59,CASH,no change,no change,15:55,SOXL,SOXL,11753.42,-1.18,-0.01,10.48
2024-05-16,11753.42,SOXL,no change,no change,no change,no change,SOXL,11612.71,-140.71,-1.2,11.56
2024-05-17,11612.71,SOXL,no change,no change,no change,no change,SOXL,11379.01,-233.7,-2.01,13.33
2024-05-20,11379.01,SOXL,13:57,SOXL,15:55,SOXL,SOXL,12093.76,714.75,6.28,7.89
2024-05-21,12093.76,SOXL,no change,no change,no change,no change,SOXL,12068.64,-25.12,-0.21,8.08
2024-05-22,12068.64,SOXL,no change,no change,no change,no change,SOXL,12392.45,323.81,2.68,5.62
2024-05-23,12392.45,SOXL,09:31,SOXL,15:55,SOXL,SOXL,13145.15,752.7,6.07,0.0
2024-05-24,13145.15,SOXL,no change,no change,no change,no change,SOXL,13932.73,787.57,5.99,0.0
2024-05-28,13932.73,SOXL,no change,no change,no change,no change,SOXL,14564.58,631.85,4.54,0.0
2024-05-29,14564.58,SOXL,no change,no change,no change,no change,SOXL,13765.99,-798.6,-5.48,5.48
2024-05-30,13765.99,SOXL,no change,no change,no change,no change,SOXL,13547.29,-218.7,-1.59,6.98
2024-05-31,13547.29,SOXL,no change,no change,no change,no change,SOXL,13014.44,-532.85,-3.93,10.64
2024-06-03,13014.44,SOXL,no change,no change,no change,no change,SOXL,13090.23,75.79,0.58,10.12
2024-06-04,13090.23,SOXL,no change,no change,no change,no change,SOXL,12870.13,-220.1,-1.68,11.63
2024-06-05,12870.13,SOXL,no change,no change,no change,no change,SOXL,14538.99,1668.86,12.97,0.18
2024-06-06,14538.99,SOXL,no change,no change,no change,no change,SOXL,14278.95,-260.04,-1.79,1.96
2024-06-07,14278.95,SOXL,no change,no change,no change,no change,SOXL,14061.51,-217.44,-1.52,3.45
2024-06-10,14061.51,SOXL,no change,no change,no change,no change,SOXL,14617.04,555.54,3.95,0.0
2024-06-11,14617.04,SOXL,no change,no change,no change,no change,SOXL,14663.85,46.81,0.32,0.0
2024-06-12,14663.85,SOXL,10:44,SOXL,15:55,SOXL,SOXL,15734.28,1070.43,7.3,0.0
2024-06-13,15734.28,SOXL,no change,no change,no change,no change,SOXL,16238.91,504.63,3.21,0.0
2024-06-14,16238.91,SOXL,no change,no change,no change,no change,SOXL,15920.37,-318.54,-1.96,1.96
2024-06-17,15920.37,SOXL,no change,no change,no change,no change,SOXL,16815.69,895.31,5.62,0.0
2024-06-18,16815.69,SOXL,no change,no change,no change,no change,SOXL,17433.78,618.09,3.68,0.0
2024-06-20,17433.78,SOXL,no change,no change,no change,no change,SOXL,16113.34,-1320.44,-7.57,7.57
2024-06-21,16113.34,SOXL,no change,no change,15:55,SOXS,SOXS,15475.89,-637.45,-3.96,11.23
2024-06-24,15475.89,SOXS,no change,no change,no change,no change,SOXS,16773.29,1297.4,8.38,3.79
2024-06-25,16773.29,SOXS,no change,no change,no change,no change,SOXS,16081.89,-691.4,-4.12,7.75
