Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2024-04-10,10000.0,CASH,no change,no change,15:55,SOXS,SOXS,9999.0,-1.0,-0.01,0.01
2024-04-11,9999.0,SOXS,no change,no change,no change,no change,SOXS,9358.55,-640.45,-6.41,6.41
2024-04-12,9358.55,SOXS,no change,no change,no change,no change,SOXS,10275.53,916.98,9.8,0.0
2024-04-15,10275.53,SOXS,no change,no change,no change,no change,SOXS,10645.17,369.64,3.6,0.0
2024-04-16,10645.17,SOXS,no change,no change,no change,no change,SOXS,10380.37,-264.8,-2.49,2.49
2024-04-17,10380.37,SOXS,no change,no change,15:55,SOXL,SOXL,11337.55,957.18,9.22,0.0
2024-04-18,11337.55,SOXL,no change,no change,15:55,SOXS,SOXS,10595.51,-742.03,-6.54,6.54
2024-04-19,10595.51,SOXS,no change,no change,no change,no change,SOXS,11793.61,1198.1,11.31,0.0
2024-04-22,11793.61,SOXS,no change,no change,no change,no change,SOXS,11328.74,-464.88,-3.94,3.94
2024-04-23,11328.74,SOXS,17:27,SOXS,15:55,SOXL,SOXL,10091.89,-1236.84,-10.92,14.43
2024-04-24,10091.89,SOXL,09:19,SOXL,15:55,SOXL,SOXL,10698.56,606.66,6.01,9.29
2024-04-25,10698.56,SOXL,no change,no change,no change,no change,SOXL,11231.21,532.65,4.98,4.77
2024-04-26,11231.21,SOXL,no change,no change,no change,no change,SOXL,11903.77,672.56,5.99,0.0
2024-04-29,11903.77,SOXL,no change,no change,15:55,SOXS,SOXS,12173.32,269.55,2.26,0.0
2024-04-30,12173.32,SOXS,no change,no change,15:55,SOXL,SOXL,12877.35,704.03,5.78,0.0
2024-05-01,12877.35,SOXL,no change,no change,no change,no change,SOXL,11564.4,-1312.95,-10.2,10.2
2024-05-02,11564.4,SOXL,no change,no change,15:55,SOXS,SOXS,12236.48,672.08,5.81,4.98
2024-05-03,12236.48,SOXS,08:30,SOXS,no change,no change,CASH,11590.75,-645.73,-5.28,9.99
2024-05-06,11590.75,CASH,no change,no change,15:55,SOXS,SOXS,11589.59,-1.16,-0.01,10.0
2024-05-07,11589.59,SOXS,no change,no change,15:55,SOXL,SOXL,11822.45,232.87,2.01,8.19
2024-05-08,11822.45,SOXL,no change,no change,no change,no change,SOXL,11831.43,8.98,0.08,8.12
2024-05-09,11831.43,SOXL,no change,no change,no change,no change,SOXL,11656.94,-174.49,-1.47,9.48
2024-05-10,11656.94,SOXL,no change,no change,15:55,SOXS,SOXS,12035.14,378.2,3.24,6.54
2024-05-13,12035.14,SOXS,no change,no change,no change,no change,SOXS,11980.57,-54.57,-0.45,6.96
2024-05-14,11980.57,SOXS,15:02,SOXS,no change,no change,CASH,11466.47,-514.1,-4.29,10.96
2024-05-15,11466.47,CASH,no change,no change,15:55,SOXL,SOXL,11465.33,-1.15,-0.01,10.97
2024-05-16,11465.33,SOXL,no change,no change,no change,no change,SOXL,11328.07,-137.26,-1.2,12.03
2024-05-17,11328.07,SOXL,no change,no change,no change,no change,SOXL,11100.1,-227.97,-2.01,13.8
2024-05-20,11100.1,SOXL,13:55,SOXL,15:55,SOXL,SOXL,11802.16,702.06,6.32,8.35
2024-05-21,11802.16,SOXL,no change,no change,no change,no change,SOXL,11777.64,-24.51,-0.21,8.54
2024-05-22,11777.64,SOXL,no change,no change,no change,no change,SOXL,12093.64,316.0,2.68,6.09
2024-05-23,12093.64,SOXL,09:31,SOXL,15:55,SOXL,SOXL,12833.44,739.8,6.12,0.34
2024-05-24,12833.44,SOXL,no change,no change,no change,no change,SOXL,13602.34,768.9,5.99,0.0
2024-05-28,13602.34,SOXL,no change,no change,no change,no change,SOXL,14219.21,616.87,4.54,0.0
2024-05-29,14219.21,SOXL,no change,no change,no change,no change,SOXL,13439.55,-779.66,-5.48,5.48
2024-05-30,13439.55,SOXL,no change,no change,no change,no change,SOXL,13226.04,-213.51,-1.59,6.98
2024-05-31,13226.04,SOXL,no change,no change,no change,no change,SOXL,12705.82,-520.22,-3.93,10.64
2024-06-03,12705.82,SOXL,no change,no change,no change,no change,SOXL,12779.82,73.99,0.58,10.12
2024-06-04,12779.82,SOXL,no change,no change,no change,no change,SOXL,12564.94,-214.88,-1.68,11.63
2024-06-05,12564.94,SOXL,no change,no change,no change,no change,SOXL,14194.23,1629.28,12.97,0.18
2024-06-06,14194.23,SOXL,no change,no change,no change,no change,SOXL,13940.35,-253.88,-1.79,1.96
2024-06-07,13940.35,SOXL,no change,no change,no change,no change,SOXL,13728.06,-212.29,-1.52,3.45
2024-06-10,13728.06,SOXL,no change,no change,no change,no change,SOXL,14270.43,542.36,3.95,0.0
2024-06-11,14270.43,SOXL,no change,no change,no change,no change,SOXL,14316.13,45.7,0.32,0.0
2024-06-12,14316.13,SOXL,10:44,SOXL,15:55,SOXL,SOXL,15367.46,1051.33,7.34,0.0
2024-06-13,15367.46,SOXL,no change,no change,no change,no change,SOXL,15860.32,492.86,3.21,0.0
2024-06-14,15860.32,SOXL,no change,no change,no change,no change,SOXL,15549.21,-311.11,-1.96,1.96
2024-06-17,15549.21,SOXL,no change,no change,no change,no change,SOXL,16423.65,874.44,5.62,0.0
2024-06-18,16423.65,SOXL,no change,no change,no change,no change,SOXL,17027.33,603.68,3.68,0.0
2024-06-20,17027.33,SOXL,no change,no change,no change,no change,SOXL,15737.68,-1289.65,-7.57,7.57
2024-06-21,15737.68,SOXL,no change,no change,15:55,SOXS,SOXS,15115.09,-622.59,-3.96,11.23
2024-06-24,15115.09,SOXS,no change,no change,no change,no change,SOXS,16382.24,1267.15,8.38,3.79
2024-06-25,16382.24,SOXS,no change,no change,no change,no change,SOXS,15706.96,-675.28,-4.12,7.75
